"PLU","CATEGORY","COMMODITY","VARIETY","ADDITIONAL VARIETY INFO","SIZE","NA SIZE","ROW SIZE","RESTRICTIONS","NOTES","AKA","TRADEMARK","BOTANICAL NAME","REVISION DATE","DATE ADDED","GPC","IMAGE"
"4600","","EGGPLANT (AUBERGINE)","Baby White","","","","","","","","","Solanum melongena","1999-12-31 00:00:00","1999-12-31 00:00:00","10006128",""
"4601","","EGGPLANT (AUBERGINE)","Japanese","","","","","","","","","Solanum melongena","1999-12-31 00:00:00","1999-12-31 00:00:00","10006128",""
"4602","","EGGPLANT (AUBERGINE)","White","","","","","","","","","Solanum melongena","1999-12-31 00:00:00","1999-12-31 00:00:00","10006128",""
"4603","","EGGPLANT (AUBERGINE)","Retailer Assigned","","","","","","","","","Solanum melongena","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"4604","","ENDIVE/CHICORY","","","","","","","","","","Cichorium intybus","1999-12-31 00:00:00","1999-12-31 00:00:00","10006097",""
"4605","","ESCAROLE/BATAVIAN CHICORY","Green","","","","","","","","","Cichorium endivia","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"4606","","FIDDLEHEAD FERNS","","","","","","","","","","Matteauccia struthiopteris","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"4607","","GAI (GUI) CHOY (CHINESE or INDIAN MUSTARD)","","Chinese or Indian Mustard","","","","","","","","Brassica juncea","1999-12-31 00:00:00","1999-12-31 00:00:00","10006339",""
"4608","","GARLIC","Regular","","","","","","","","","Allium sativum","1999-12-31 00:00:00","1999-12-31 00:00:00","10006003",""
"4609","","GARLIC","Elephant","","","","","","","","","Allium ampeloprasum","1999-12-31 00:00:00","1999-12-31 00:00:00","10006004",""
"4610","","GARLIC","Retailer Assigned","","","","","","","","","Allium sativum","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"4611","","GARLIC","Retailer Assigned","","","","","","","","","Allium sativum","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"4612","","GINGER ROOT","Regular","","","","","","","","","Zingiber officinale","1999-12-31 00:00:00","1999-12-31 00:00:00","10006113",""
"4613","","GINGER ROOT","Retailer Assigned","","","","","","","","","Zingiber officinale","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"4614","","GREENS","Collard","","","","","","","","","Brassica oleracea","1999-12-31 00:00:00","1999-12-31 00:00:00","10006197",""
"4615","","GREENS","Dandelion","","","","","","","","","Taraxacum official","1999-12-31 00:00:00","1999-12-31 00:00:00","10006089",""
"4616","","GREENS","Mustard","Synonymous with Gai (Gui) Choy","","","","","","","","Braccia juncea","1999-12-31 00:00:00","1999-12-31 00:00:00","10006341",""
"4617","","GREENS","Polk Greens","","","","","","","","","Brassica spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10006197",""
"4618","","GREENS","Texas Mustard","","","","","","","","","Brassica carinato","1999-12-31 00:00:00","1999-12-31 00:00:00","10006342",""
"4619","","GREENS","Turnip","","","","","","","","","Brassica rapa","1999-12-31 00:00:00","1999-12-31 00:00:00","10006120",""
"4620","","GREENS","Retailer Assigned","","","","","","","","","Brassica spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"4621","","GREENS","Retailer Assigned","","","","","","","","","Brassica spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"4622","","GREENS","Retailer Assigned","","","","","","","","","Brassica spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10006184",""
"4623","","GREENS","Retailer Assigned","","","","","","","","","Brassica spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"4624","","GREENS","Retailer Assigned","","","","","","","","","Brassica spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"4625","","HORSERADISH ROOT","","","","","","","","","","Armoracia rusticana","1999-12-31 00:00:00","1999-12-31 00:00:00","10006124",""
"4626","","JICAMA/YAM BEAN","","","","","","","","","","Pachyrhizus erosus","1999-12-31 00:00:00","1999-12-31 00:00:00","10006344",""
"4627","","KALE","","","","","","","","","","Brassica oleracea","1999-12-31 00:00:00","1999-12-31 00:00:00","10006144",""
"4628","","KOHLRABI","","","","","","","","","","Brassica oleracea","1999-12-31 00:00:00","1999-12-31 00:00:00","10006146",""
"4629","","LEEKS","Regular","","","","","","This code can be used anyplace in the globe; however, there are other codes for this item that can be used outside of North America.","","","Allium ampeloprasum","1999-12-31 00:00:00","1999-12-31 00:00:00","10006133",""
"4630","","LEEKS","Baby","","","","","","This code can be used anyplace in the globe; however, there are other codes for this item that can be used outside of North America.","","","Allium ampeloprasum","1999-12-31 00:00:00","1999-12-31 00:00:00","10006133",""
"4631","","LETTUCE","Bibb/Flat/Round","","","","","","","","","Lactuca sativa","1999-12-31 00:00:00","1999-12-31 00:00:00","10006267",""
"4632","","LETTUCE","Boston/Butter","","","","","","","","","Lactuca sativa","1999-12-31 00:00:00","1999-12-31 00:00:00","10006267",""
"4633","","LETTUCE","Hydroponic","","","","","","","","","Lactuca sativa","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"4634","","LETTUCE","Iceberg","","","","","Restricted for items grown east of the Mississippi River in the U.S or east of the Ontario/Manitoba border in Canada.","","","","Lactuca sativa","1999-12-31 00:00:00","1999-12-31 00:00:00","10006267",""
"4635","","GRAPES","Red Seedless","All others not listed under red seedless","","","","","","","","Vitis vinifera","1999-12-31 00:00:00","1999-12-31 00:00:00","10005918",""
"4636","","GRAPES","Red Globe","","","","","","","","","Vitis vinifera","1999-12-31 00:00:00","1999-12-31 00:00:00","10005918",""
"4637","","GRAPES","Red Seeded","All others not listed above","","","","","","","","Vitis vinifera","1999-12-31 00:00:00","1999-12-31 00:00:00","10005918",""
"4638","","GRAPES","Fantasy/Marroo","","","","","","","","","Vitis vinifera","1999-12-31 00:00:00","1999-12-31 00:00:00","10005918",""
"4639","","LETTUCE","Mache","","","","","","","","","Lactuca sativa","1999-12-31 00:00:00","1999-12-31 00:00:00","10006086",""
"4640","","LETTUCE","Romaine/Cos","","","","","","","","","Lactuca sativa","1999-12-31 00:00:00","1999-12-31 00:00:00","10006085",""
"4641","","LETTUCE","Retailer Assigned","","","","","","","","","Lactuca sativa","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"4642","","LETTUCE","Retailer Assigned","","","","","","","","","Lactuca sativa","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"4643","","LETTUCE","Retailer Assigned","","","","","","","","","Lactuca sativa","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"4644","","MALANGA","","","","","","","","","","Xanthosoma spp","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"4645","","MUSHROOMS","Regular, Button","","Small","","Less than 40mm diameter","","","","","Agaricus bisporus","1999-12-31 00:00:00","1999-12-31 00:00:00","10006157",""
"4646","","MUSHROOMS","Black Forest","","","","","","","","","Agaricus bisporus","1999-12-31 00:00:00","1999-12-31 00:00:00","10006157",""
"4647","","MUSHROOMS","Chanterelle","","","","","","","","","Chanterella cibarius","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"4648","","MUSHROOMS","Cremini/Brown/Swiss Brown","","","","","","","","","Agaricus spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10006157",""
"4649","","MUSHROOMS","Oyster","","","","","","","","","Pleuotus ostreatus","1999-12-31 00:00:00","1999-12-31 00:00:00","10006031",""
"4650","","MUSHROOMS","Portabella","Synonymous with Cremini/Brown/Swiss Brown Mushrooms","","","","","","","","Agaricus bisporus","1999-12-31 00:00:00","1999-12-31 00:00:00","10006157",""
"4651","","MUSHROOMS","Shiitake","","","","","","","","","Lentinus edodes","1999-12-31 00:00:00","1999-12-31 00:00:00","10006034",""
"4652","","MUSHROOMS","Wood Ear","","","","","","","","","Auricularia auricula","1999-12-31 00:00:00","1999-12-31 00:00:00","10006157",""
"4653","","MUSHROOMS","Retailer Assigned","","","","","","","","","Agaricus bisporus","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"4654","","MUSHROOMS","Retailer Assigned","","","","","","","","","Agaricus bisporus","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"4655","","OKRA","Regular (Green)","","","","","","","","","Abelmoschus esculentus","1999-12-31 00:00:00","1999-12-31 00:00:00","10006148",""
"4656","","OKRA","Chinese","","","","","","","","","Luffa acutangula","1999-12-31 00:00:00","1999-12-31 00:00:00","10006366",""
"4657","","OKRA","Red","","","","","","","","","A.esculentus","1999-12-31 00:00:00","1999-12-31 00:00:00","10006148",""
"4658","","ONIONS","Boiling","","","","","","","","","Allium spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10006006",""
"4659","","ONIONS","Bulb","","","","","","","","","Allium spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10006006",""
"4660","","ONIONS","Pearl","","","","","","","","","Allium spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10005903",""
"4661","","ONIONS","Pickling, White","","","","","","","","","Allium spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10006006",""
"4662","","ONIONS","Shallots","","","","","","","","","Allium spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10006009",""
"4663","","ONIONS","White","","","","","","","","","Allium spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10006006",""
"4664","","TOMATOES","Regular","Red, On the Vine (Truss)","","","","","","","","Lycopersicon esculenta","1999-12-31 00:00:00","1999-12-31 00:00:00","10006163",""
"4665","","ONIONS","Yellow/Brown","","Small","2 3/4 size and smaller","Min diameter less than 75mm","","","","","Allium spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10006006",""
"4666","","ONIONS","Retailer Assigned","","","","","","","","","Allium spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"4667","","ONIONS","Retailer Assigned","","","","","","","","","Allium spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"4668","","ONIONS","Retailer Assigned","","","","","","","","","Allium spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"4669","","ONIONS","Retailer Assigned","","","","","","","","","Allium spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"4670","","ONIONS","Retailer Assigned","","","","","","","","","Allium spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"4671","","PARSLEY ROOT(HAMBURG PARSLEY)","","","","","","","","","","Petroselinum crispum","1999-12-31 00:00:00","1999-12-31 00:00:00","10006070",""
"4672","","PARSNIP","","","","","","","","","","Pastinaca sativa","1999-12-31 00:00:00","1999-12-31 00:00:00","10006126",""
"4673","","PEAS","Blackeyed","","","","","","","","","Vigna unguiculata","1999-12-31 00:00:00","1999-12-31 00:00:00","10005984",""
"4674","","PEAS","Green","","","","","","","","","Pisum sativum","1999-12-31 00:00:00","1999-12-31 00:00:00","10005984",""
"4675","","PEAS","Sugar Snap","","","","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00","10005985",""
"4676","","PEAS","Retailer Assigned","","","","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"4677","","PEPPERS (CAPSICUMS)","Anaheim (Green and Red)","","","","","","","","","Capsicum spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10006195",""
"4678","","PEPPERS (CAPSICUMS)","Banana (Yellow Long)","","","","","","","","","Capsicum spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10006100",""
"4679","","PEPPERS (CAPSICUMS)","Bell, Field Grown","Brown","","","","","","","","Capsicum spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10006190",""
"4680","","PEPPERS (CAPSICUMS)","Bell, Field Grown","Golden (Yellow)","","","","","","","","Capsicum spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10006190",""
"4681","","PEPPERS (CAPSICUMS)","Bell, Field Grown","Green","Small","med. size and smaller","Min diameter less than 65mm","","","","","Capsicum spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10006190",""
"4682","","PEPPERS (CAPSICUMS)","Bell, Field Grown","Orange","","","","","","","","Capsicum spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10006190",""
"4683","","PEPPERS (CAPSICUMS)","Bell, Field Grown","Purple","","","","","","","","Capsicum spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10006190",""
"4684","","PEPPERS (CAPSICUMS)","Bell, Field Grown","White","","","","","","","","Capsicum spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10006190",""
"4685","","PEPPERS (CAPSICUMS)","Chili","Dried","","","","","","","","Capsicum spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10006102",""
"4686","","PEPPERS (CAPSICUMS)","Chili","Green","","","","","","","","Capsicum spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10006102",""
"4687","","PEPPERS (CAPSICUMS)","Cubanelle","","","","","","","","","Capsicum spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10006100",""
"4688","","PEPPERS (CAPSICUMS)","Bell, Greenhouse","Red","","","","","","","","Capsicum spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10006190",""
"4689","","PEPPERS (CAPSICUMS)","Bell, Greenhouse","Yellow","","","","","","","","Capsicum spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10006190",""
"4690","","PEPPERS (CAPSICUMS)","Hot (Hungarian Hot)","","","","","","","","","Capsicum spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10006103",""
"4691","","PEPPERS (CAPSICUMS)","Hot Mixed","","","","","","","","","Capsicum spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10006103",""
"4692","","PEPPERS (CAPSICUMS)","Hungarian Wax","","","","","","","","","Capsicum spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10006100",""
"4693","","PEPPERS (CAPSICUMS)","Jalapeno","Green/Mexican Green","","","","","","","","Capsicum spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10006103",""
"4694","","PEPPERS (CAPSICUMS)","Jalapeno","Red/Mexican Red","","","","","","","","Capsicum spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10006103",""
"4695","","PEPPERS (CAPSICUMS)","Japanese","Red","","","","","","","","Capsicum spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10006103",""
"4696","","PEPPERS (CAPSICUMS)","Long Hot","Green","","","","","","","","Capsicum spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10006103",""
"4697","","PEPPERS (CAPSICUMS)","Long Hot","Red","","","","","","","","Capsicum spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10006103",""
"4698","","PEPPERS (CAPSICUMS)","Morita Chili","","","","","","","","","Capsicum spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10006102",""
"4699","","PEPPERS (CAPSICUMS)","Negro","","","","","","","","","Capsicum spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"4700","","PEPPERS (CAPSICUMS)","New Mexico","","","","","","","","","Capsicum spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10006102",""
"4701","","PEPPERS (CAPSICUMS)","Pasilla","Green","","","","","","","","Capsicum spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10006100",""
"4702","","PEPPERS (CAPSICUMS)","Pasilla","Red","","","","","","","","Capsicum spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10006100",""
"4703","","PEPPERS (CAPSICUMS)","Pasilla Pod","","","","","","","","","Capsicum spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10006100",""
"4704","","PEPPERS (CAPSICUMS)","Pinole","","","","","","","","","Capsicum spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"4705","","PEPPERS (CAPSICUMS)","Poblano","","","","","","","","","Capsicum spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10006100",""
"4706","","PEPPERS (CAPSICUMS)","Red Cheese","","","","","","","","","Capsicum spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10006192",""
"4707","","PEPPERS (CAPSICUMS)","Red Finger","","","","","","","","","Capsicum spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10006102",""
"4708","","PEPPERS (CAPSICUMS)","Red Pimiento/ Red Sweet Long","","","","","","","","","Capsicum spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10006100",""
"4709","","PEPPERS (CAPSICUMS)","Serrano","","","","","","","","","Capsicum spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10006100",""
"4710","","PEPPERS (CAPSICUMS)","Retailer Assigned","","","","","","","","","Capsicum spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"4711","","PEPPERS (CAPSICUMS)","Retailer Assigned","","","","","","","","","Capsicum spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"4712","","PEPPERS (CAPSICUMS)","Retailer Assigned","","","","","","","","","Capsicum spp","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"4713","","PEPPERS (CAPSICUMS)","Retailer Assigned","","","","","","","","","Capsicum spp","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"4714","","PEPPERS (CAPSICUMS)","Retailer Assigned","","","","","","","","","Capsicum spp","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"4715","","PEPPERS (CAPSICUMS)","Retailer Assigned","","","","","","","","","Capsicum spp","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"4716","","PEPPERS (CAPSICUMS)","Retailer Assigned","","","","","","","","","Capsicum spp","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"4717","","PEPPERS (CAPSICUMS)","Retailer Assigned","","","","","","","","","Capsicum spp","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"4718","","PEPPERS (CAPSICUMS)","Retailer Assigned","","","","","","","","","Capsicum spp","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"4719","","PEPPERS (CAPSICUMS)","Retailer Assigned","","","","","","","","","Capsicum spp","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"4720","","PEPPERS (CAPSICUMS)","Retailer Assigned","","","","","","","","","Capsicum spp","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"4721","","PEPPERS (CAPSICUMS)","Retailer Assigned","","","","","","","","","Capsicum spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"4722","","PEPPERS (CAPSICUMS)","Retailer Assigned","","","","","","","","","Capsicum spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"4723","","POTATO","Creamer","Red","","","","","","","","Solanum tuberosum","1999-12-31 00:00:00","1999-12-31 00:00:00","10006104",""
"4724","","POTATO","Creamer","White","","","","","","","","Solanum tuberosum","1999-12-31 00:00:00","1999-12-31 00:00:00","10006104",""
"4725","","POTATO","Russet","","","","","Restricted for items grown east of the Mississippi River in the U.S. or east of the Ontario/Manitoba border in Canada.","","","","Solanum tuberosum","1999-12-31 00:00:00","1999-12-31 00:00:00","10006104",""
"4726","","POTATO","Long","White","","","","","","","","Solanum tuberosum","1999-12-31 00:00:00","1999-12-31 00:00:00","10006104",""
"4727","","POTATO","Yellow","","","","","","","","","Solanum tuberosum","1999-12-31 00:00:00","1999-12-31 00:00:00","10006104",""
"4728","","POTATO","Retailer Assigned","","","","","","","","","Solanum tuberosum","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"4729","","POTATO","Retailer Assigned","","","","","","","","","Solanum tuberosum","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"4730","","POTATO","Retailer Assigned","","","","","","","","","Solanum tuberosum","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"4731","","POTATO","Retailer Assigned","","","","","","","","","Solanum tuberosum","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"4732","","POTATO","Retailer Assigned","","","","","","","","","Solanum tuberosum","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"4733","","POTATO","Retailer Assigned","","","","","","","","","Solanum tuberosum","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"4734","","PUMPKIN","Mini","","","","","","","","","Cucurbita pepo","1999-12-31 00:00:00","1999-12-31 00:00:00","10006038",""
"4735","","PUMPKIN","Regular","","","","","","","","","Cucurbita pepo","1999-12-31 00:00:00","1999-12-31 00:00:00","10006038",""
"4736","","PUMPKIN","Retailer Assigned","","","","","","","","","Cucurbita pepo","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"4737","","PUMPKIN","Retailer Assigned","","","","","","","","","Cucurbita pepo","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"4738","","RADICCHIO","","","","","","","","","","Cichorium intybus","1999-12-31 00:00:00","1999-12-31 00:00:00","10006094",""
"4739","","RADISH","Black","","","","","","","","","Raphanus sativus","1999-12-31 00:00:00","1999-12-31 00:00:00","10006115",""
"4740","","RADISH","Bunched White","","","","","","","","","Raphanus sativus","1999-12-31 00:00:00","1999-12-31 00:00:00","10006114",""
"4741","","RADISH","Italian Red","","","","","","","","","Raphanus sativus","1999-12-31 00:00:00","1999-12-31 00:00:00","10006114",""
"4742","","RADISH","Red","","","","","","","","","Raphanus sativus","1999-12-31 00:00:00","1999-12-31 00:00:00","10006114",""
"4743","","RADISH","White/Icicle","","","","","","","","","Raphanus sativus","1999-12-31 00:00:00","1999-12-31 00:00:00","10006114",""
"4744","","RADISH","Retailer Assigned","","","","","","","","","Raphanus sativus","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"4745","","RHUBARB","Regular","","","","","","","","","Rheem X hybridum","1999-12-31 00:00:00","1999-12-31 00:00:00","10006134",""
"4746","","RHUBARB","Retailer Assigned","","","","","","","","","Rheem X hybridum","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"4747","","RUTABAGAS (SWEDE)","Regular","","","","","","","","","Brassica napus","1999-12-31 00:00:00","1999-12-31 00:00:00","10006118",""
"4748","","RUTABAGAS (SWEDE)","Retailer Assigned","","","","","","","","","Brassica napus","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"4749","","SPINACH","Retailer Assigned","","","","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"4750","","SQUASH","Acorn/Table Queen","","","","","","","","","C. pepo/C. maxima","1999-12-31 00:00:00","1999-12-31 00:00:00","10006015",""
"4751","","SQUASH","Acorn","Golden","","","","","","","","C.pepo","1999-12-31 00:00:00","1999-12-31 00:00:00","10006015",""
"4752","","SQUASH","Acorn","Swan White Table Queen","","","","","","","","C.pepo","1999-12-31 00:00:00","1999-12-31 00:00:00","10006015",""
"4753","","SQUASH","Australian Blue","","","","","","","","","C.maxima","1999-12-31 00:00:00","1999-12-31 00:00:00","10006038",""
"4754","","SQUASH","Baby Scallopini","","","","","","","","","C.pepo","1999-12-31 00:00:00","1999-12-31 00:00:00","10006015",""
"4755","","SQUASH","Baby Summer (Green)","","","","","","","","","C.pepo","1999-12-31 00:00:00","1999-12-31 00:00:00","10006015",""
"4756","","SQUASH","Baby Green Zucchini/Courgette","","","","","","","","","C. pepo/C. maxima","1999-12-31 00:00:00","1999-12-31 00:00:00","10006015",""
"4757","","SQUASH","Banana","","","","","","","","","C.maxima","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"4758","","SQUASH","Buttercup","","","","","","","","","C.maxima","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"4759","","SQUASH","Butternut","","","","","","","","","C.maxima","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"4760","","SQUASH","Calabaza","","","","","","","","","C.moschata","1999-12-31 00:00:00","1999-12-31 00:00:00","10006355",""
"4761","","SQUASH","Chayote/Choko","","","","","","","","","Sechium edule","1999-12-31 00:00:00","1999-12-31 00:00:00","10006356",""
"4762","","ARTICHOKES","","","Extra Large","24 size and larger","","","","","","Cynara scolymus","1999-12-31 00:00:00","1999-12-31 00:00:00","10006130",""
"4763","","SQUASH","Delicata/Sweet Potato","","","","","","","","","C.maxima","1999-12-31 00:00:00","1999-12-31 00:00:00","10006015",""
"4764","","SQUASH","(Sweet) Dumpling","","","","","","","","","C. pepo/C. maxima","1999-12-31 00:00:00","1999-12-31 00:00:00","10006015",""
"4765","","SQUASH","Gem","","","","","","","","","C.pepo","1999-12-31 00:00:00","1999-12-31 00:00:00","10006015",""
"4766","","SQUASH","Golden Delicious","","","","","","","","","C. pepo/C. maxima","1999-12-31 00:00:00","1999-12-31 00:00:00","10006038",""
"4767","","SQUASH","Golden Nugget","","","","","","","","","C. pepo/C. maxima","1999-12-31 00:00:00","1999-12-31 00:00:00","10006015",""
"4768","","SQUASH","Hubbard","","","","","","","","","C. pepo/C. maxima","1999-12-31 00:00:00","1999-12-31 00:00:00","10006038",""
"4769","","SQUASH","Kabocha","","","","","","","","","C. pepo/C. maxima","1999-12-31 00:00:00","1999-12-31 00:00:00","10006038",""
"4770","","AVOCADOS","Hass","","","36 size and larger","Average Fruit Weight = 315g and above","","","","","Persea americana","1999-12-31 00:00:00","1999-12-31 00:00:00","10006168",""
"4771","","AVOCADOS","Green","","Medium","20 and 28 size","","Restricted for items grown east of the Mississippi River in the U.S. or east of the Ontario/Manitoba border in Canada.","","","","Persea americana","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"4772","","PEPPERS (CAPSICUMS)","Chili","Yellow","","","","","","","","Capsicum spp","1999-12-31 00:00:00","1999-12-31 00:00:00","10006102",""
"4773","","SQUASH","Patty Pan/Summer","","","","","","","","","C.pepo","1999-12-31 00:00:00","1999-12-31 00:00:00","10006015",""
"4774","","SQUASH","Red Kuri","","","","","","","","","C. pepo/C. maxima","1999-12-31 00:00:00","1999-12-31 00:00:00","10006038",""
"4775","","SQUASH","Scallopini","","","","","","","","","C.pepo","1999-12-31 00:00:00","1999-12-31 00:00:00","10006015",""
"4776","","SQUASH","Spaghetti/Vegetable Spaghetti","","","","","","","","","C. pepo/C. maxima","1999-12-31 00:00:00","1999-12-31 00:00:00","10006015",""
"4777","","SQUASH","Sunburst (Yellow)","","","","","","","","","C. pepo/C. maxima","1999-12-31 00:00:00","1999-12-31 00:00:00","10006015",""
"4778","","TOMATOES","Regular","Yellow","","","","","","","","Lycopersicon esculenta","1999-12-31 00:00:00","1999-12-31 00:00:00","10006163",""
"4779","","SQUASH","Sweet Mama","","","","","","","","","C.pepo x C.maxima","1999-12-31 00:00:00","1999-12-31 00:00:00","10006038",""
"4780","","SQUASH","Turban","","","","","","","","","C.maxima","1999-12-31 00:00:00","1999-12-31 00:00:00","10006038",""
"4781","","SQUASH","White","","","","","","","","","C.pepo","1999-12-31 00:00:00","1999-12-31 00:00:00","10006015",""
"4782","","SQUASH","Yellow","Straightneck","","","","","","","","C. pepo/C. maxima","1999-12-31 00:00:00","1999-12-31 00:00:00","10006015",""
"4783","","BITTER MELON/BITTER GOURD, Foo Qua","Foo Qua","","","","","","","","","Momordica charantia","1999-12-31 00:00:00","1999-12-31 00:00:00","10006349",""
"4784","","SQUASH","Yellow","Crookneck","","","","","","","","C. pepo/C. maxima","1999-12-31 00:00:00","1999-12-31 00:00:00","10006015",""
"4785","","SQUASH","Retailer Assigned","","","","","","","","","C. pepo/C. maxima","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"4786","","SQUASH","Retailer Assigned","","","","","","","","","C. pepo/C. maxima","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"4787","","SQUASH","Retailer Assigned","","","","","","","","","C. pepo/C. maxima","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"4788","","SQUASH","Retailer Assigned","","","","","","","","","C. pepo/C. maxima","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"4789","","SQUASH","Retailer Assigned","","","","","","","","","C. pepo/C. maxima","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"4790","","SUGAR CANE","","","","","","","","","","Saccharum officinarum","1999-12-31 00:00:00","1999-12-31 00:00:00","10006371",""
"4791","","SUNCHOKES (JERUSALEM ARTICHOKES)","","","","","","","","","","Helianthus tuberosum","1999-12-31 00:00:00","1999-12-31 00:00:00","10006125",""
